Floor_Small_01,4.5,0,4.5,0,0,0,1
Floor_Small_01,4.5,3.161153E-06,4.499999,-0.7071068,0,0,0.7071068
Floor_01,0,1.704744E-06,0,-0.7071068,0,0,0.7071068
Floor_01,0,0,0,0,0,0,1
Roof_01,4.5,0,-4.5,0,0,0,1
Roof_01,4.5,0,-4.5,-0.7071068,0,0,0.7071068
Wall_Simple_01,-18,0,10.5,0,0.7071068,0,0.7071067
Wall_Simple_01,-18,-7.709606E-07,10.5,-0.5,0.5,0.5000001,0.4999999
Floor_01,-9,1.704744E-06,-9,-0.7071068,0,0,0.7071068
Floor_01,-9,0,-9,0,0,0,1
Roof_01,-13.5,0,10.5,0,-0.7071068,0,0.7071067
Roof_01,-13.5,0,10.5,-0.5,-0.5000001,-0.5000001,0.5
red_square_drone_door (11),-39.62,2.510287,14.97,0,0.08715578,0,0.9961947
Floor_01,4.5,1.704744E-06,-13.5,-0.7071068,0,0,0.7071068
Floor_01,4.5,0,-13.5,0,0,0,1
Floor_01,-13.5,1.704744E-06,-13.5,-0.7071068,0,0,0.7071068
Floor_01,-13.5,0,-13.5,0,0,0,1
Roof_Angle_01,0,0,-13.5,0,0.7071068,0,0.7071067
Roof_Angle_01,3.576278E-07,1.788139E-07,-13.5,-0.5,0.5000001,0.5000001,0.5
Roof_Angle_01,-13.5,0,1.5,0,0.7071068,0,0.7071067
Roof_Angle_01,-13.5,1.788139E-07,1.5,-0.5,0.5000001,0.5000001,0.5
Light_01,-32.97,5.7,-3,0,0,0,1
Floor_01,-22.5,1.704744E-06,6,-0.7071068,0,0,0.7071068
Floor_01,-22.5,0,6,0,0,0,1
Wall_Simple_01,-13.5,-7.709606E-07,-13.5,-0.5,-0.5,-0.5000001,0.4999999
Wall_Simple_01,-13.5,0,-13.5,0,-0.7071068,0,0.7071067
Floor_01,-13.5,0,-9,0,0,0,1
Floor_01,-13.5,1.704744E-06,-9,-0.7071068,0,0,0.7071068
Floor_Small_01,0,3.161153E-06,10.5,-0.7071068,0,0,0.7071068
Floor_Small_01,0,0,10.5,0,0,0,1
Floor_01,-9,1.704744E-06,1.5,-0.7071068,0,0,0.7071068
Floor_01,-9,0,1.5,0,0,0,1
Roof_01,-13.5,0,-13.5,0,0.7071068,0,0.7071067
Roof_01,-13.5,0,-13.5,-0.5,0.5000001,0.5000001,0.5
Collider_01,-13.5,0,10.5,0,0.7918041,0,0.6107752
Wall_Arc_90_02,-13.5,1.788139E-07,10.5,-0.5,-0.5000001,-0.5000001,0.5
Collider_02,-8.985001,0,5.94,0,-0.113535,0,0.993534
Wall_Arc_90_02,-13.5,0,10.5,0,-0.7071068,0,0.7071067
Collider_03,-9.525001,0,8.099999,0,-0.3717282,0,0.9283416
Roof_01,-18,0,-13.5,-0.5,0.5000001,0.5000001,0.5
Roof_01,-18,0,-13.5,0,0.7071068,0,0.7071067
Roof_01,-4.5,0,-13.5,-0.5,0.5000001,0.5000001,0.5
Roof_01,-4.5,0,-13.5,0,0.7071068,0,0.7071067
Collider_01,-9,0,6,0,0.9917734,0,-0.1280069
Collider_02,-13.56,0,1.485001,0,0.6222534,0,0.7828159
Collider_03,-11.4,0,2.025001,0,0.3935852,0,0.9192882
Wall_Arc_90_02,-9,0,6,0,0,0,1
